Time,Smoothed_Y_Position
6.48,0.28763933679993847
6.52,0.29769404582809744
6.56,0.30768202294660285
6.6,0.3175894552022012
6.64,0.3274047791974967
6.68,0.33711978969933265
6.72,0.3467301358301305
6.76,0.35623516327684546
6.8,0.3656371656440152
6.84,0.3749402129605685
6.88,0.3841488523491016
6.92,0.39326703695633575
6.96,0.402297552273439
7.0,0.41124201494249796
7.04,0.42010133105587577
7.08,0.4288763900193733
7.12,0.4375687394980382
7.16,0.4461810219103922
7.2,0.45471704605844815
7.24,0.4631814881672501
7.28,0.47157931139465065
7.32,0.4799150437237976
7.36,0.48819207598234454
7.4,0.4964121210658805
7.44,0.5045749050215506
7.48,0.5126781147751117
7.52,0.5207176763108187
7.56,0.5286885018353465
7.6,0.5365857644258863
7.64,0.5444065159037235
7.68,0.5521512362086715
7.72,0.559824866217237
7.76,0.5674370333815942
7.8,0.5750014142575686
7.84,0.5825343919278817
7.88,0.5900533171097209
7.92,0.5975747429477838
7.96,0.6051129536152211
8.0,0.6126789677421424
8.04,0.6202800476574907
8.08,0.6279196585479606
8.12,0.6355978039334671
8.16,0.64331166597373
8.2,0.6510564627920699
8.24,0.6588264098751075
8.28,0.6666156592012982
8.32,0.674419079946313
8.36,0.682232734777714
8.4,0.6900539309756782
8.44,0.697880823745287
8.48,0.7057117079298337
8.52,0.7135442761116644
8.56,0.7213751452816853
8.6,0.7291998334426707
8.64,0.737013190065542
8.68,0.7448101586139719
8.72,0.752586688991655
8.76,0.7603405683082399
8.8,0.7680718888771018
8.84,0.7757828917886683
8.88,0.7834770826113737
8.92,0.7911577743299338
8.96,0.798826425689056
9.0,0.8064812028207075
9.04,0.8141161249371973
9.08,0.8217210350241057
9.12,0.8292824850367838
9.16,0.8367854436833304
9.2,0.8442155548196323
9.24,0.8515615309464978
9.28,0.8588171829655826
9.32,0.8659826040101403
9.36,0.8730641850738513
9.4,0.880073426221489
9.44,0.8870248213339211
9.48,0.8939333147228397
9.52,0.9008118780952695
9.56,0.9076696444899496
9.6,0.9145108510797693
9.64,0.9213346819152397
9.68,0.9281359818340907
9.72,0.9349066856752251
9.76,0.941637656232611
9.8,0.9483205069447506
9.84,0.9549489746501505
9.88,0.9615195253566802
9.92,0.9680310795128318
9.96,0.9744839626635573
10.0,0.980878367000733
10.04,0.9872127267565722
10.08,0.9934824756361524
10.12,0.9996796900331929
10.16,1.0057941134700887
10.2,1.0118159277929721
10.24,1.0177402908636017
10.28,1.0235730686265627
10.32,1.029336451145907
10.36,1.0350724963722664
10.4,1.0408423763407328
10.44,1.046719410440125
