Time,Smoothed_Y_Speed,y_control
3.64,0.3296514105953968,0
3.68,0.3278893897907406,0
3.72,0.3263029926963326,0
3.76,0.324858297720218,0
3.8,0.32348782031916545,0
3.84,0.32209931307058265,0
3.88,0.32058966713210263,0
3.92,0.31886312980604625,0
3.96,0.31685137534125524,0
4.0,0.31453099799592793,0
4.04,0.3119334700009732,0
4.08,0.3091442623612953,0
4.12,0.30629069676203075,0
4.16,0.3035207748445498,0
4.2,0.30097714810368714,0
4.24,0.2987714381584017,0
4.28,0.29696399984538435,0
4.32,0.2955530174797008,0
4.36,0.294475287932873,0
4.4,0.2936193644924423,0
4.44,0.29284914832525266,0
4.48,0.29203272609258574,0
4.52,0.2910693007392509,0
4.56,0.2899079588938272,0
4.6,0.2885547125774136,0
4.64,0.28706664626969025,0
4.68,0.2855340478883049,0
4.72,0.28405506565020167,0
4.76,0.2827120592242958,0
4.8,0.28155923578976616,0
4.84,0.280624520305596,0
4.88,0.27991977278922425,0
4.92,0.2794492500307607,0
4.96,0.27920857670580523,0
5.0,0.27917377622190404,0
5.04,0.2792884334206897,0
5.08,0.27946046147139353,0
5.12,0.27957418287664937,0
5.16,0.2795132427456456,0
5.2,0.27918413149689,0
5.24,0.278531704535371,0
5.28,0.2775434515328185,0
5.32,0.27624462839800545,0
5.36,0.27468958248301734,0
5.4,0.27295393443017707,0
5.44,0.27112827703011055,0
5.48,0.2693107325940818,0
5.52,0.26759623537874444,0
5.56,0.26606338740218677,0
5.6,0.2647621484107694,0
5.64,0.2637063309036753,0
5.68,0.26287373524663465,0
5.72,0.2622140287456939,0
5.76,0.2616618669080081,0
5.8,0.26115176395773604,0
5.84,0.26063118695231097,0
5.88,0.2600687302465765,0
5.92,0.2594559605630993,0
5.96,0.2588042250242853,0
6.0,0.2581390347237922,0
6.04,0.25749366003769425,0
6.08,0.2569020525858244,0
6.12,0.2563910359674813,0
6.16,0.25597286107844824,0
6.2,0.2556400752034671,0
6.24,0.2553638827109787,0
6.28,0.2550955393998959,0
6.32,0.25476974173715,0
6.36,0.25430980288870114,0
6.4,0.2536352661927588,0
6.44,0.25267251103747723,0
6.48,0.25136772570397425,0
6.52,0.24969942796263522,0
6.56,0.24768580638995924,0
6.6,0.2453830998823875,0
6.64,0.24287526254589825,0
6.68,0.2402586532699466,0
6.72,0.23762568616787355,0
6.76,0.235050059179244,0
6.8,0.2325761829138323,0
6.84,0.23021598471332783,0
6.88,0.22795461518085314,0
6.92,0.22576288292758123,0
6.96,0.22361156672647403,0
7.0,0.22148290283444533,0
7.04,0.21937647408743766,0
7.08,0.21730873696662323,0
7.12,0.21530706030885027,0
7.16,0.2134006037013983,0
7.2,0.2116110527200482,0
7.24,0.20994558068501423,0
7.28,0.2083933082286743,0
7.32,0.2069258064636731,0
7.36,0.20550112708839913,0
7.4,0.20406959889175125,0
7.44,0.20258024383902895,0
7.48,0.2009890383926738,0
7.52,0.199270638113197,0
7.56,0.197431564763495,0
7.6,0.19551878694592795,0
7.64,0.19361800762369985,0
7.68,0.1918407502141395,0
7.72,0.19030417910892994,0
7.76,0.18910952189935826,0
7.8,0.18832444175782836,0
7.84,0.1879731295459791,0
7.88,0.18803564595157307,0
7.92,0.18845526668593293,0
7.96,0.18915035317303153,0
8.0,0.1900269978837077,0
8.04,0.19099027226174847,0
8.08,0.19195363463766213,0
8.12,0.192846551006573,0
8.16,0.19361992045849596,0
8.2,0.19424867707594218,0
8.24,0.1947312331547657,0
8.28,0.19508551862537082,0
8.32,0.19534137078502378,0
8.36,0.19552990494910716,0
8.4,0.19567231924021988,0
8.44,0.19577210461366734,0
8.48,0.19581420454576615,0
8.52,0.195771729250524,0
8.56,0.195617204024634,0
8.6,0.1953339155717826,0
8.64,0.1949242137107482,0
8.68,0.19441325944207777,0
8.72,0.1938469829146222,0
8.76,0.1932830142215458,0
8.8,0.19277507278916417,0
8.84,0.19235477056763484,0
8.88,0.19201729296400294,0
8.92,0.19171628397805507,0
8.96,0.19136942829128534,0
9.0,0.19087305291224654,0
9.04,0.19012275217270835,0
9.08,0.18903625031695404,0
9.12,0.18757396616366495,0
9.16,0.1857527784075469,0
9.2,0.18364940317163736,0
9.24,0.18139130047712115,0
9.28,0.179135526113941,0
9.32,0.177039526592776,0
9.36,0.17523102869094198,0
9.4,0.17378487781080365,0
9.44,0.1727123347229631,0
9.48,0.17196408431074672,0
9.52,0.17144415986700134,0
9.56,0.17103016474549204,0
9.6,0.17059577088676114,0
9.64,0.17003249797127584,0
9.68,0.16926759602835795,0
9.72,0.16827426393464795,0
9.76,0.1670712678034897,0
9.8,0.1657116926349983,0
9.84,0.1642637676632419,0
9.88,0.16278885390379194,0
9.92,0.1613220787681363,0
9.96,0.1598601084293938,0
10.0,0.15835899389597952,0
10.04,0.15674372198950515,0
10.08,0.15493035992601156,0
10.12,0.15286058592239582,0
10.16,0.15054535807208502,0
10.2,0.14810907676574003,0
10.24,0.14581944407402458,0
10.28,0.1440845629836096,0
10.32,0.1434011306589822,0
10.36,0.1442469992116613,0
10.4,0.14692585248480272,0
