Time,Smoothed_YAW_Speed,yaw_control
3.68,-0.08796687990830221,0
3.72,-0.06751632470858929,0
3.76,-0.051086559975964396,0
3.8,-0.038565679365259314,0
3.84,-0.030908968397023312,0
3.88,-0.029607952586293423,0
3.92,-0.03575317112424134,0
3.96,-0.04786195334071236,0
4.0,-0.058956931408923885,100
4.04,-0.054920781981269984,100
4.08,-0.01617690607658706,100
4.12,0.07692199435242672,100
4.16,0.23687741232660056,100
4.2,0.46331005463506947,100
4.24,0.7416211158897303,100
4.28,1.0468993627932104,100
4.32,1.3513321277717802,100
4.36,1.6316499060921765,100
4.4,1.873343602461433,100
4.44,2.0705779218576468,100
4.48,2.223420349871652,100
4.52,2.3351918227671518,100
4.56,2.4116489204275724,100
4.6,2.4614395375979314,100
4.64,2.495724321941478,100
4.68,2.525401939958055,100
4.72,2.556909977210009,100
4.76,2.5898106414816544,100
4.8,2.6185658953774724,100
4.84,2.63745210006453,100
4.88,2.6450218453423266,100
4.92,2.645083133562592,100
4.96,2.6434156494765713,100
5.0,2.6415693460893785,0
5.04,2.631082140944019,0
5.08,2.5925983203761827,0
5.12,2.502389268665073,0
5.16,2.3436530359854824,0
5.2,2.115776511166434,0
5.24,1.8356812285917123,0
5.28,1.5309832111710553,0
5.32,1.2300775208892722,0
5.36,0.9549623426251652,0
5.4,0.7189835022677782,0
5.44,0.5279210893133102,0
5.48,0.3819889465026427,0
5.52,0.27746139969889727,0
5.56,0.207594746628037,0
5.6,0.16303482256155855,0
5.64,0.1326725932428774,0
5.68,0.10607915168108217,0
5.72,0.07712789425611266,0
5.76,0.046596723288061526,0
5.8,0.02167826350932822,0
5.84,0.012137640813014716,0
5.88,0.024506685725778077,0
5.92,0.05652855649233013,0
5.96,0.0944986310546514,0
6.0,0.1158935366168401,-100
6.04,0.09732202203155405,-100
6.08,0.0235297934111367,-100
6.12,-0.10877900596855117,-100
6.16,-0.29424387553230735,-100
6.2,-0.524498891047831,-100
6.24,-0.7903204527197061,-100
6.28,-1.0796873234409365,-100
6.32,-1.375683546745532,-100
6.36,-1.6575715804300506,-100
6.4,-1.9050129151206074,-100
6.44,-2.1031665456877624,-100
6.48,-2.246390303185053,-100
6.52,-2.33937888855682,-100
6.56,-2.395480145292661,-100
6.6,-2.432436415526562,-100
6.64,-2.466523704087731,-100
6.68,-2.507124902039731,-100
6.72,-2.5542105427328874,-100
6.76,-2.6001516902640964,-100
6.8,-2.6351441985685065,-100
6.84,-2.653436509163243,-100
6.88,-2.656774675683926,-100
6.92,-2.6528998683620353,-100
6.96,-2.6498345054768944,-100
7.0,-2.648916603823137,0
7.04,-2.6400680584987066,0
7.08,-2.6022246754946825,0
7.12,-2.510107411874163,0
7.16,-2.345098290559222,0
7.2,-2.104820826604312,0
7.24,-1.806217397427004,0
7.28,-1.4806527335905997,0
7.32,-1.1638548801272435,0
7.36,-0.8854822866212697,0
7.4,-0.6622517213635548,0
7.44,-0.4963291364452213,0
7.48,-0.37861002305229763,0
7.52,-0.2948599024296894,0
7.56,-0.23165902793440968,0
7.6,-0.1798178356954408,0
7.64,-0.135134140964778,0
7.68,-0.09765393807847217,0
7.72,-0.07003196704598036,0
7.76,-0.05501030292638168,0
7.8,-0.05276343860950092,0
7.84,-0.0596957724858356,0
7.88,-0.06952739349872714,0
7.92,-0.07572205219542744,0
