time_stamp,ref_moving_speed,ref_x,ref_y,ref_z,drone_x,drone_y,drone_z
1.67,0.5,0.0,0.0,1.5039999999999818,0.0002780954466323857,-0.006488956831609327,1.2913418779979677
1.69,0.5,0.0,0.0,1.5099999999999816,0.00022429756749376618,-0.006818253911020644,1.3016615209478943
1.73,0.5,0.0,0.0,1.5219999999999811,0.00041322221303819975,-0.007387644309607699,1.310051248806846
1.76,0.5,0.0,0.0,1.5309999999999808,0.0004936738968507974,-0.007648852552266883,1.3183296657207257
1.79,0.5,0.0,0.0,1.5399999999999805,0.0006414440530557251,-0.0077592210175634335,1.324436579879736
1.82,0.5,0.0,0.0,1.5489999999999802,0.0008545600185056417,-0.007996816267430651,1.3346317871785311
1.85,0.5,0.0,0.0,1.5579999999999798,0.0012287940824504168,-0.007984603459648465,1.3449247742167503
1.87,0.5,0.0,0.0,1.5639999999999796,0.0014292674949245691,-0.008054898397650279,1.3511595358104205
1.90,0.5,0.0,0.0,1.5729999999999793,0.0015459762244947241,-0.00806212445012422,1.36153598422388
1.93,0.5,0.0,0.0,1.581999999999979,0.0017002426074593,-0.008275654082879447,1.3698848904908287
1.97,0.5,0.0,0.0,1.5939999999999785,0.0014052814256180154,-0.008090723951457157,1.380237410826539
2.00,0.5,0.0,0.0,1.6029999999999782,0.0011761578132436082,-0.007919153816435154,1.3885192976004586
2.03,0.5,0.0,0.0,1.611999999999978,0.0006837773783429561,-0.007536348900070822,1.3967304538917866
2.07,0.5,0.0,0.0,1.6239999999999775,0.000292983248511014,-0.007686004813581837,1.4050274109584235
2.10,0.5,0.0,0.0,1.6329999999999771,-0.00027111146570424615,-0.007546221184707713,1.4132654948131285
2.14,0.5,0.0,0.0,1.6449999999999767,-0.0009593252664419545,-0.0074471952451877765,1.4213613578789108
2.17,0.5,0.0,0.0,1.6539999999999764,-0.0016091047098103967,-0.007444927165215942,1.4294979710356934
2.19,0.5,0.0,0.0,1.6599999999999762,-0.0026758856591709806,-0.0075022795605508286,1.4397555909953696
2.22,0.5,0.0,0.0,1.6689999999999758,-0.0030202849814939562,-0.007041811499521877,1.4457296848900916
2.25,0.5,0.0,0.0,1.6779999999999755,-0.0037266900432884995,-0.006951860018921341,1.4558576720201888
2.27,0.5,0.0,0.0,1.6839999999999753,-0.004641349546099431,-0.006925404232946519,1.4641168893480818
2.30,0.5,0.0,0.0,1.692999999999975,-0.00528554815233023,-0.0066319176497187105,1.4722450814141645
2.33,0.5,0.0,0.0,1.7019999999999746,-0.005709155734008737,-0.006563448063069188,1.4803227916816508
2.36,0.5,0.0,0.0,1.7109999999999743,-0.006249872192102846,-0.0063351519628389585,1.488308007721826
2.38,0.5,0.0,0.0,1.716999999999974,-0.00683949022954822,-0.0061367512684527,1.4983350380520537
2.41,0.5,0.0,0.0,1.7259999999999738,-0.00722177024527202,-0.005773359817098145,1.5042118113977754
2.45,0.5,0.0,0.0,1.7379999999999733,-0.007604448433279494,-0.005489357189251365,1.5140793577056715
2.48,0.5,0.0,0.0,1.746999999999973,-0.007863351076102426,-0.0050890356075237175,1.5218596388115524
2.51,0.5,0.0,0.0,1.7559999999999727,-0.00814110943867737,-0.004655055363624205,1.529593071277055
2.54,0.5,0.0,0.0,1.7649999999999724,-0.008270722208635936,-0.004196883070486823,1.537300881664072
2.58,0.5,0.0,0.0,1.776999999999972,-0.008240437211325365,-0.0037721665236676305,1.5449900573061095
2.61,0.5,0.0,0.0,1.7859999999999716,-0.008026925955177915,-0.0037266687550114863,1.55279272908873
2.64,0.5,0.0,0.0,1.7949999999999713,-0.008039578643779197,-0.0031968435524014627,1.5604423981104463
2.67,0.5,0.0,0.0,1.803999999999971,-0.00790134445968098,-0.0028342032253581007,1.568030233846895
2.70,0.5,0.0,0.0,1.8129999999999706,-0.007654467751153291,-0.003016250756041172,1.575829921511814
2.74,0.5,0.0,0.0,1.8249999999999702,-0.007359400314897599,-0.002825290674973946,1.5834729151465146
2.77,0.5,0.0,0.0,1.8339999999999699,-0.006949573333008956,-0.0030884343362105326,1.593339920757376
2.81,0.5,0.0,0.0,1.8459999999999694,-0.006595256069406583,-0.003670494415343173,1.6013566069487732
2.84,0.5,0.0,0.0,1.8549999999999691,-0.006029425991180143,-0.0038442468317532175,1.6092788009651693
2.88,0.5,0.0,0.0,1.8669999999999687,-0.005741307764271948,-0.0041566607958587465,1.617245457001607
2.91,0.5,0.0,0.0,1.8759999999999684,-0.005329697230761971,-0.00454061002820727,1.6272230286493676
2.94,0.5,0.0,0.0,1.884999999999968,-0.004882322842731646,-0.005209697299979998,1.6333190562668098
2.97,0.5,0.0,0.0,1.8939999999999677,-0.005034606429047536,-0.005023496656674231,1.6412327513318277
